service_id,service_en,service_fr,org_id,org_name_en,org_name_fr
SRV03402,Canadian Coast Guard Auxiliary Contribution Program,Fonds de contribution de la Garde côtière auxiliaire canadienne,125,Fisheries and Oceans Canada,Pêches et Océans Canada
SRV03401,Community Participation And Co-Development Contribution Program,Fonds de subventions et de contributions pour la participation communautaire et le codéveloppement,125,Fisheries and Oceans Canada,Pêches et Océans Canada
SRV03400,Waste Diversion of Office Supplies,Réacheminement des déchets de fournitures de bureau,136,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
SRV03399,Criminal Investigations,Enquêtes criminelles,26,Canada Border Services Agency,Agence des services frontaliers du Canada
SRV03396,Immigration National Security Screening,Filtrage de sécurité nationale de l'immigration,26,Canada Border Services Agency,Agence des services frontaliers du Canada
SRV03395,Immigration Investigations,Enquêtes d'immigration,26,Canada Border Services Agency,Agence des services frontaliers du Canada
SRV03394,Removal,Renvois,26,Canada Border Services Agency,Agence des services frontaliers du Canada
SRV03393,Immigration Hearings Representation,Représentation aux audiences d'immigration,26,Canada Border Services Agency,Agence des services frontaliers du Canada
SRV03392,Critical Construction Project Assurance,Assurance des Projets de Construction Critiques,263,Parks Canada,Parcs Canada
SRV03391,Immigration Detentions,Détention d'immigrants,26,Canada Border Services Agency,Agence des services frontaliers du Canada
SRV03390,Alerts and Advisories,Alertes et Avis,263,Parks Canada,Parcs Canada
SRV03389,National Emergency Management Governance,Gouvernance de la gestion des urgences nationales,135,Public Safety Canada,Sécurité publique Canada
SRV03388,Certification for Canadian exporters of aquatic products under the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES),Certification pour les exportateurs canadiens d'espèces aquatiques assujettis à la Convention sur le commerce international des espèces de faune et de flore sauvages menacées d'extinction (CITES),125,Fisheries and Oceans Canada,Pêches et Océans Canada
SRV03387,Indigenous Community-Boat Volunteer Contribution Program,Programme de contribution des bénévoles des communautés autochtones sur les bateaux,125,Fisheries and Oceans Canada,Pêches et Océans Canada
SRV03386,Coastal Environmental Baseline Contribution Program,Programme de contribution environnementale côtière de référence,125,Fisheries and Oceans Canada,Pêches et Océans Canada
SRV03385,New Frontiers in Research Fund,Fonds Nouvelles frontières en recherche,306,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
SRV03384,Contribution Agreement Funding related to Article 24 of the Nunavut Agreement,Financement de l'accord de contribution lié à l'article 24 de l'Accord du Nunavut,348,Department of Indigenous Services,Ministère des Services aux Autochtones
SRV03383,Inuit Child First Initiative: Funding,L'Initiative : Les enfants inuits d'abord : financement,348,Department of Indigenous Services,Ministère des Services aux Autochtones
SRV03382,Inuit Child First Initiative: Direct Service Delivery,L'Initiative : Les enfants inuits d'abord : Prestation directe de services,348,Department of Indigenous Services,Ministère des Services aux Autochtones
SRV03381,Jordan's Principle: Funding,Principe de Jordan: financement,348,Department of Indigenous Services,Ministère des Services aux Autochtones
SRV03380,Aboriginal Entrepreneurship Program - Access to Business Opportunities stream,Programme d'entrepreneuriat autochtone - Accès à des possibilités d'affaires,348,Department of Indigenous Services,Ministère des Services aux Autochtones
SRV03379,Residential Schools Legacy,Séquelles des pensionnats,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
SRV03378,Wildland Fire Resilience,Contribution à l'appui de Programme Résilience des feux de forêt,134,Natural Resources Canada,Ressources naturelles Canada
SRV03377,Training And Exercising Participation Contribution Program,Programme de contribution pour la participation aux activités de formation et d'exercice,125,Fisheries and Oceans Canada,Pêches et Océans Canada
SRV03376,Aquatic Invasive Species Prevention Fund,Fonds de prévention des espèces aquatiques envahissantes,125,Fisheries and Oceans Canada,Pêches et Océans Canada
SRV03375,Fighting and Managing Wildfires in a Changing Climate,Combattre et gérer les feux de forêt dans un climat en changement,134,Natural Resources Canada,Ressources naturelles Canada
SRV03374,Compliance and Enforcement,Conformité et Application de la loi,125,Fisheries and Oceans Canada,Pêches et Océans Canada
SRV03371,Grants and Contributions - CanExport Community Investments,Subventions et contributions - CanExport investissements des communautés,126,Global Affairs Canada,Affaires mondiales Canada
SRV03370,Global Security Reporting Program (GSRP),Programme des rapports sur la securité mondiale (PRSM),126,Global Affairs Canada,Affaires mondiales Canada
SRV03368,Geographic Advice,Conseil géographique,126,Global Affairs Canada,Affaires mondiales Canada
SRV03365,Foreign military ship visit request management,Visite de navires militaires étrangers,126,Global Affairs Canada,Affaires mondiales Canada
SRV03360,Federal-Provincial Consultative Committee on Education-related International Activities (FPCCERIA),Comité consultatif fédéral-provincial sur les activités internationales liées à l'éducation (CCFPAIE),126,Global Affairs Canada,Affaires mondiales Canada
SRV03359,Executive Briefing,La division du breffage de la haute direction,126,Global Affairs Canada,Affaires mondiales Canada
SRV03355,Enhancement of Official Language - Appreciation and Rapprochement,Mise en valeur des langues officielles - Appréciation et rapprochement,122,Canadian Heritage,Patrimoine canadien
SRV03353,Enhancement of Official Language - Support for Interpretation and Translation,Mise en valeur des langues officielles - Appui à l’interprétation et à la traduction,122,Canadian Heritage,Patrimoine canadien
SRV03351,Enhancement of Official Language - Promotion of Bilingual Services,Mise en valeur des langues officielles - Promotion de l’offre de services bilingues,122,Canadian Heritage,Patrimoine canadien
SRV03350,Enhancement of Official Languages - Teacher Recruitment and Retention Strategy in French Immersion and French Second-Language Programs,Mise en valeur des langues officielles - Stratégie de recrutement et de rétention d’enseignants dans les programmes d’immersion et de français langue seconde,122,Canadian Heritage,Patrimoine canadien
SRV03349,International bilateral STI agreements and arrangements,Accords et arrangements bilatéraux de cooperation internationale bilatéraux en STI,126,Global Affairs Canada,Affaires mondiales Canada
SRV03345,Development of Official-Language Communities – Community Spaces Fund,Développement des communautés de langue officielle - Fonds pour les espaces communautaires,122,Canadian Heritage,Patrimoine canadien
SRV03343,Ghost Gear Fund,Fonds pour les engins fantômes,125,Fisheries and Oceans Canada,Pêches et Océans Canada
SRV03339,Evaluation Publications,Publications d'évaluation,126,Global Affairs Canada,Affaires mondiales Canada
SRV03336,Enterprise Architecture,Architecture d'Entreprise,126,Global Affairs Canada,Affaires mondiales Canada
SRV03335,Enabling the coordination of Matchmaking/B2B,Jumelages/B2B,126,Global Affairs Canada,Affaires mondiales Canada
SRV03334,Development of Official-Language Communities - Cooperation with the Non-Governmental Sector,Développement des communautés de langue officielle - Collaboration avec le secteur non gouvernemental,122,Canadian Heritage,Patrimoine canadien
SRV03333,International Relations and Border Policy,Les relations internationales et la politique frontalière,135,Public Safety Canada,Sécurité publique Canada
SRV03332,Development of Official-Language Communities - Teacher Recruitment and Retention Strategy in Minority French Language Schools,Développement des communautés de langue officielle - Stratégie de recrutement et de rétention d’enseignants pour les écoles de langue française en situation minoritaire,122,Canadian Heritage,Patrimoine canadien
SRV03330,Development of Official-Language Communities –Community Cultural Action Fund,Développement des communautés de langue officielle - Fonds d’action culturelle communautaire,122,Canadian Heritage,Patrimoine canadien
SRV03327,Canadian Conservation Institute and Canadian Heritage Information Network - Advanced Professional Development Workshops,Institut canadien de conservation et Réseau canadien d'information sur le patrimoine - Ateliers de développement professionnel avancé,122,Canadian Heritage,Patrimoine canadien
SRV03325,Canadian Conservation Institute and Canadian Heritage Information Network- In-person and Online Workshops and Webinars,Institut canadien de conservation et Réseau canadien d'information sur le patrimoine - Ateliers et webinaires en personne et en ligne,122,Canadian Heritage,Patrimoine canadien
SRV03323,Canadian Conservation Institute and Canadian Heritage Information Network - General Information Requests,Institut canadien de conservation et Réseau canadien d'information sur le patrimoine - Demandes d'informations générales,122,Canadian Heritage,Patrimoine canadien
SRV03322,Canadian Conservation Institute and Canadian Heritage Information Network - Scientific Services,Institut canadien de conservation et Réseau canadien d'information sur le patrimoine - Services scientifiques,122,Canadian Heritage,Patrimoine canadien
SRV03316,Management of FDI events,Gestion des évènements IDE,126,Global Affairs Canada,Affaires mondiales Canada
SRV03311,Marine Scientific Research (MSR) request management,Gestion des demandes de recherche scientifique marine,126,Global Affairs Canada,Affaires mondiales Canada
SRV03309,Cultural Property Export and Import Act - Designation of institutions and public authorities,Loi sur l’exportation et l’importation de biens culturels - Désignation d’établissements et d’administrations publiques,122,Canadian Heritage,Patrimoine canadien
SRV03308,Cultural Property Export and Import Act - Movable Cultural Property Grants,Loi sur l’exportation et l’importation de biens culturels - Subventions de biens culturels mobiliers,122,Canadian Heritage,Patrimoine canadien
SRV03307,Canada Travelling Exhibitions Indemnification,Indemnisation pour les expositions itinérantes au Canada,122,Canadian Heritage,Patrimoine canadien
SRV03306,Museums Assistance - Canada-France Agreement,Aide aux musées - Accord Canada-France,122,Canadian Heritage,Patrimoine canadien
SRV03305,Military and Scientific Overflight Clearance request management,Gestion des demandes d'autorisation de survol militaire et scientifique,126,Global Affairs Canada,Affaires mondiales Canada
SRV03304,Museums Assistance - Collections Management,Aide aux musées - Gestion des collections,122,Canadian Heritage,Patrimoine canadien
SRV03303,Ministerial Liaison,Liaison ministerielle,126,Global Affairs Canada,Affaires mondiales Canada
SRV03301,Museums Assistance - Indigenous Heritage,Aide aux musées - Patrimoine autochtone,122,Canadian Heritage,Patrimoine canadien
SRV03298,Museums Assistance - Exhibition Circulation Fund,Aide aux musées - Fonds des expositions itinérantes,122,Canadian Heritage,Patrimoine canadien
SRV03297,Networks support for International STI,Appui aux Réseaux en STI international,126,Global Affairs Canada,Affaires mondiales Canada
SRV03296,Multiculturalism and Anti-Racism Initiatives - Organizational Capacity Building,Multiculturalisme et la lutte contre le racisme - Renforcement des capacités organisationnelles,122,Canadian Heritage,Patrimoine canadien
SRV03291,Multiculturalism and Anti-Racism Initiatives - Projects,Multiculturalisme et la lutte contre le racisme - Projets,122,Canadian Heritage,Patrimoine canadien
SRV03289,Indigenous Languages and Cultures - Northern Aboriginal Broadcasting,Langues et cultures autochtones - Radiodiffusion autochtone dans le Nord,122,Canadian Heritage,Patrimoine canadien
SRV03286,EduCanada Extranet,Extranet EduCanada,126,Global Affairs Canada,Affaires mondiales Canada
SRV03284,Economic Analysis and Evaluation,Analyse et évaluation économiques,126,Global Affairs Canada,Affaires mondiales Canada
SRV03279,Peace and Stabilization Operations Program,Programme pour la stabilisation et les opérations de paix,126,Global Affairs Canada,Affaires mondiales Canada
SRV03278,Corporate Performance and Reporting,Rendement et rapports de l'entreprise,126,Global Affairs Canada,Affaires mondiales Canada
SRV03276,Permits under the Special Economic Measures Act and the Justice for Victims of Corrupt Foreign Officials Act,Permis en vertu de la Loi sur les mesures économiques spéciales et de la Loi sur la justice pour les victimes de dirigeants étrangers corrompus,126,Global Affairs Canada,Affaires mondiales Canada
SRV03272,Corporate Governance,Gouvernance,126,Global Affairs Canada,Affaires mondiales Canada
SRV03270,FSD Policy compliance and guidance,Conformité et orientation en matière de politique des DSE,126,Global Affairs Canada,Affaires mondiales Canada
SRV03268,Coordination of international STI Canadian priorities with SBDA's,Coordination des priorités internationales en STI avec les ministères et agences fédéraux à vocation scientifique,126,Global Affairs Canada,Affaires mondiales Canada
SRV03267,Electricity and Natural Gas Measuring Apparatus Accuracy,Précision des appareils de mesure de l'électricité et de gaz naturel,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03264,Electricity and Natural Gas Approvals,Approbation de compteurs d'électricité et de gaz naturel,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03263,"Promoting and Protecting Democracy Fund (Pro-Dem) and the Inclusion, Diversity and Human Rights Fund (IDHR)","Fonds pour la promotion et la protection de la démocratie (Pro-Dem) et Fonds pour l'inclusion, la diversité et les droits de la personne (IDHR)",126,Global Affairs Canada,Affaires mondiales Canada
SRV03261,Authorized Service Provider Recognized Technician Training,Formation des fournisseur services autorisés techniciens reconnus ,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03259,Public Enquiries,Enquêtes publiques,561,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l’Ontario
SRV03258,Grants and Contribution Programs,Programmes de subentions et contributions,561,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l’Ontario
SRV03257,Building Communities through Arts and Heritage - Legacy Fund,Développement des communautés par le biais des arts et du patrimoine - Fonds des legs,122,Canadian Heritage,Patrimoine canadien
SRV03256,Providing statistical analysis and reports (CFO-Stats),Fournir de l'analyse et des rapports statistiques (DPF-Stats),126,Global Affairs Canada,Affaires mondiales Canada
SRV03255,Building Communities through Arts and Heritage - Community Anniversaries,Développement des communautés par le biais des arts et du patrimoine - Commémorations communautaires,122,Canadian Heritage,Patrimoine canadien
SRV03254,Regulatory Affairs and Litigation Support,Affaires réglementaires et d'appui au litige,126,Global Affairs Canada,Affaires mondiales Canada
SRV03253,"Remote Sensing Space Systems Act (RSSSA) administration, including licensing and regulatory activities","Administration de la Loi sur les systèmes de télédétection spatiaux (LSTS), y compris les activités de licence et de réglementation",126,Global Affairs Canada,Affaires mondiales Canada
SRV03251,Clean Fuels Fund (CFF),Fonds pour les combustibles propres,134,Natural Resources Canada,Ressources naturelles Canada
SRV03250,Research Security,Sécurité de la recherche,126,Global Affairs Canada,Affaires mondiales Canada
SRV03248,Electricity and Natural Gas Meter Inspection,Inspections de compteurs d'électricité et de gaz naturel,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03246,Sport Support - Sport for Social Development in Indigenous Communities,Soutien au sport - Sport au service du développement social dans les communautés autochtones,122,Canadian Heritage,Patrimoine canadien
SRV03244,Sport Support - Canadian Sport Centre,Soutien au sport - Centre canadien multisport,122,Canadian Heritage,Patrimoine canadien
SRV03243,Weights and Measures Approvals,L'approbation des appareils de pesage et de mesure,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03242,SmartDriver,Conducteur averti,134,Natural Resources Canada,Ressources naturelles Canada
SRV03240,Speechwriting,Rédaction de discours,126,Global Affairs Canada,Affaires mondiales Canada
SRV03239,Sport Support - National Multisport Services Organization,Soutien au sport - Organismes nationaux de services multisports,122,Canadian Heritage,Patrimoine canadien
SRV03238,Weights and Measures Inspection,Services d'inspection poids et mesures,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03237,Strategic direction/support/training relating to FDI,Orientation stratégique/contribution/formation aux activités d’attraction et d’IDE,126,Global Affairs Canada,Affaires mondiales Canada
SRV03236,Fuel-efficient driving techniques,Techniques de conduite écoénergétique,134,Natural Resources Canada,Ressources naturelles Canada
SRV03235,Affixing the Great Seal of Canada on formal documents,Apposition du Grand Sceau du Canada sur les documents officiels,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03233,Auto$mart driver training,Programme de formation des conducteurs Le bon $ens au volant,134,Natural Resources Canada,Ressources naturelles Canada
SRV03232,Remediation of Terrestrial Interference,Réparation du brouillage des stations terrestres,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03231,EnerGuide for Vehicles,ÉnerGuide pour les véhicules,134,Natural Resources Canada,Ressources naturelles Canada
SRV03230,Emergency Telecommunications,Télécommunications d’urgence,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03229,EcoDriving,Cours d’écoConduite en ligne gratuit,134,Natural Resources Canada,Ressources naturelles Canada
SRV03228,Information and Communications Technology Critical Infrastructure Resilience – Cyber Security,Résilience des infrastructures essentielles des technologies de l’information et des communications – Cybersécurité,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03227,International Radio Frequency Coordination,Coordination internationale des radiofréquences,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03226,Satellite Operations,Opérations par satellite,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03225,Spectrum Auction,Enchères du spectre,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03224,Critical Infrastructure and Manufacturing Plan (CIMP): Reporting on manufacturing sector impacts from critical infrastructure disruptions,Plan relatif aux infrastructures critiques et à l'industrie manufacturière (ICIM) : Rapport sur l'impact des perturbations des infrastructures critiques dans le secteur manufacturier,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03223,Electric Charging and Alternative Fuel Station Locator,Localisateur de stations de recharge et de stations de ravitaillement en carburants de remplacement,134,Natural Resources Canada,Ressources naturelles Canada
SRV03222,Green Freight Program (GFP),Programme de transport écoénergétique de marchandises,134,Natural Resources Canada,Ressources naturelles Canada
SRV03221,Fuel Consumption Guide (FCG),Guide de consommation de carburant,134,Natural Resources Canada,Ressources naturelles Canada
SRV03220,Zero Emission Vehicle Awareness Initiative (ZEVAI),Initiative de sensibilisation aux véhicules à émission zéro (ISVEZ),134,Natural Resources Canada,Ressources naturelles Canada
SRV03219,Support the TCS clients (external) and the TCS Network (internal) with the Canadian Technology Accelerator applications (external) and assessments (internal),Accélérateurs technologiques canadiens - support aux clients du SDC (externe) et au réseau interne,126,Global Affairs Canada,Affaires mondiales Canada
SRV03216,International Major Multisport Games,Grands Jeux internationaux multisports,122,Canadian Heritage,Patrimoine canadien
SRV03215,Zero Emission Vehicles Infrastructure Program (ZEVIP),Programme d’infrastructure pour les véhicules à émission zéro (PIVEZ),134,Natural Resources Canada,Ressources naturelles Canada
SRV03214,Support for Hosting - International Single Sport Events,Soutien pour l'acceuil - Manifestations internationales unisport,122,Canadian Heritage,Patrimoine canadien
SRV03212,Support for Hosting - International Multisport Games for Aboriginal Peoples and Persons with a Disability,Soutien pour l'acceuil - Jeux internationaux multisports pour les Autochtones et les personnes ayant un handicap,122,Canadian Heritage,Patrimoine canadien
SRV03209,Celebration and Commemoration - Commemorate Canada,Célébrations et commémorations - Commémoration Canada,122,Canadian Heritage,Patrimoine canadien
SRV03207,Canada Periodical Fund - Special Measures for Journalism,Fonds du Canada pour les périodiques - Mesures spéciales pour appuyer le journalisme,122,Canadian Heritage,Patrimoine canadien
SRV03204,"Training: Governance, Access, Technical Security and Espionage (GATE)","Formation : Gouvernance, accès, sécurité technique et espionnage (GATE)",126,Global Affairs Canada,Affaires mondiales Canada
SRV03203,FSD Claim and entitlement administration,Administration des réclamations et des droits liés aux DSE,126,Global Affairs Canada,Affaires mondiales Canada
SRV03200,Chemical Weapons Convention Implementation Act (CWCIA) administration,Gestion de la loi sur la mise en oeuvre de la Convention sur les armes chimiques,126,Global Affairs Canada,Affaires mondiales Canada
SRV03199,Venture Capital Attraction,Attraction du capital de risque,126,Global Affairs Canada,Affaires mondiales Canada
SRV03197,Vetting,Vérification,126,Global Affairs Canada,Affaires mondiales Canada
SRV03196,Weapons Threat Reduction Program (WTRP),Programme de réduction de la menace liée aux armes,126,Global Affairs Canada,Affaires mondiales Canada
SRV03195,GC Accommodation Booking system,Système de réservation de GC locaux,136,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
SRV03194,Canada Periodical Fund - Collective Initiatives,Fonds du Canada pour les périodiques - Initiatives collectives,122,Canadian Heritage,Patrimoine canadien
SRV03193,"Administration of the Explosives Act and Explosives Regulations, 2013",Administration de la loi sur les explosifs et du règlement sur les explosifs de 2013,134,Natural Resources Canada,Ressources naturelles Canada
SRV03192,Canada Periodical Fund - Business Innovation - Community Newspapers,Fonds du Canada pour les périodiques - Innovation commerciale - Journaux communautaires,122,Canadian Heritage,Patrimoine canadien
SRV03191,Canada Periodical Fund- Business Innovation - Magazines,Fonds du Canada pour les périodiques - Innovation commerciale - Magazines,122,Canadian Heritage,Patrimoine canadien
SRV03190,Canada Periodical Fund - Aid to publishers - Community Newspaper,Fonds du Canada pour les périodiques - Aide aux éditeurs - Journal communautaire,122,Canadian Heritage,Patrimoine canadien
SRV03189,Canada Periodical Fund - Aid to publishers- Digital Periodical,Fonds du Canada pour les périodiques - Aide aux éditeurs - Périodique numérique,122,Canadian Heritage,Patrimoine canadien
SRV03188,ATSSC Access to Information and Privacy,Accès à l’information et protection des renseignements personnels,539,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs
SRV03187,Digital Citizen Contribution Program - Digital Citizen Initiative,Programme de contributions en matière de citoyenneté numérique - Initiative de citoyenneté,122,Canadian Heritage,Patrimoine canadien
SRV03186,Federal Cyber Incident Response Plan (FCIRP),Plan fédéral de réponse aux cyberincidents (PFRC),135,Public Safety Canada,Sécurité publique Canada
SRV03185,Canada Cultural Investment Fund - Limited Support to Endangered Arts Organizations,Fonds du Canada pour l'investissement en culture - Appui limité aux organismes artistiques en situation précaire,122,Canadian Heritage,Patrimoine canadien
SRV03184,Canada Cultural Investment Fund - Endowment Incentives,Fonds du Canada pour l'investissement en culture - Incitatifs aux fonds de dotation,122,Canadian Heritage,Patrimoine canadien
SRV03183,Canada Book Fund - Support for Booksellers,Fonds du livre du Canada - Soutien aux librairies,122,Canadian Heritage,Patrimoine canadien
SRV03182,Certificates under the United Nations Act,Certification en vertu de la Loi sur les Nations Unies,126,Global Affairs Canada,Affaires mondiales Canada
SRV03181,Cyber Defence Services,Services de cyberdéfense,110,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada
SRV03179,Canada Book Fund - Support for Organizations,Fonds du livre du Canada - Soutien aux organismes,122,Canadian Heritage,Patrimoine canadien
SRV03178,Canadian Police Arrangement and Civilian Deployment Platform,l’Arrangement sur la police civile canadienne (APCC)/la Plateforme de déploiements de ressources civiles,126,Global Affairs Canada,Affaires mondiales Canada
SRV03177,Development of Emergency Economic Stimulus Packages,Élaboration de plans de relance économique d’urgence,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
SRV03176,Canadian International Innovation Program (CIIP),Le programme canadien de l' innovation à l'internationale (PCII),126,Global Affairs Canada,Affaires mondiales Canada
SRV03175,Canada Book Fund - Support for Publishers- Publishing Support,Fonds du livre du Canada - Soutien aux éditeurs - Soutien à l’édition,122,Canadian Heritage,Patrimoine canadien
SRV03173,Bilateral agreements and joint working groups,Ententes bilatérales et groupes de travail,126,Global Affairs Canada,Affaires mondiales Canada
SRV03172,Canada Arts Presentation Fund - Development,Fonds du Canada pour la présentation des arts - Soutien au développement,122,Canadian Heritage,Patrimoine canadien
SRV03171,Canada Arts Presentation Fund - Presenter Support Organizations,Fonds du Canada pour la présentation des arts - Organismes d'appui à la diffusion,122,Canadian Heritage,Patrimoine canadien
SRV03170,Research Security Centre,Centre de la sécurité de la recherche,135,Public Safety Canada,Sécurité publique Canada
SRV03168,Cancellation and revocation of passports and refusal of passport services,Annulation et révocation de passeports et refus de services de passeport,135,Public Safety Canada,Sécurité publique Canada
SRV03164,Baseline Threat Assessments (BTAs),L’évaluation de base des menaces(EBM),126,Global Affairs Canada,Affaires mondiales Canada
SRV03162,Compliance Letter (Animal Pathogen Laboratories),Lettre de conformité (Laboratoires d'agents pathogènes animaux),65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
SRV03161,Peat Export Program,Programme d'exportation de tourbe,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
SRV03160,Avian Influenza Movement - General Permit,Mouvement de la grippe aviaire – Permis général,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
SRV03159,Shipborne Dunnage Program,Programme du bois de calage transporté par les navires,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
SRV03158,Application to no longer be a designated person,Demande de radiation,126,Global Affairs Canada,Affaires mondiales Canada
SRV03157,Application for Review of Seizure Order,Demande d'examination de décret concernant la saisie de biens situés au Canada,126,Global Affairs Canada,Affaires mondiales Canada
SRV03156,Application for a certificate - Mistaken identity,Demande d'attestation - erreur d'identité,126,Global Affairs Canada,Affaires mondiales Canada
SRV03155,Anti-Crime and Counter-Terrorism Capacity Building Programs (AC/CTCBP),Programme d’aide au renforcement des capacités en matière de lute contre la criminalité et le terrorism,126,Global Affairs Canada,Affaires mondiales Canada
SRV03154,License for Removal of Animals or Things Under the authority of The Health of Animals Act,Permis pour l'enlèvement d'animaux ou de choses en vertu de la Loi sur la santé des animaux,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
SRV03153,LDD Forest Products - Receiving Regulated Product,Produits forestiers LDD - Réception de produits réglementés,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
SRV03151,Advice on Women Peace and Security,"Conseils sur les femmes, la paix et la sécurité",126,Global Affairs Canada,Affaires mondiales Canada
SRV03149,Spongy Moth Program,Programme de la spongieuse nord-américaine,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
SRV03148,Vitis hot water treatment Program,Programme de traitement à l'eau chaude pour Vitis,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
SRV03147,Retransformation Authorization,Autorisation de retransformation,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
SRV03146,Cannabis Laboratory (CL) - Forensic analysis services,Laboratoire Cannabis (LC) - Services d'analyse judiciaire,127,Health Canada,Santé Canada
SRV03145,Canada's Toll-Free Number for Poison Centre Service (1-844-POISON-X),Numéro sans frais du Canada pour le service des centres antipoison (1-844-POISON-X),127,Health Canada,Santé Canada
SRV03144,Strategic communications,Communications stratégiques,126,Global Affairs Canada,Affaires mondiales Canada
SRV03143,Trade Commissioner Service,Service des délégués commerciaux,126,Global Affairs Canada,Affaires mondiales Canada
SRV03133,Privileges and Immunities services,Services des privilèges et immunités,126,Global Affairs Canada,Affaires mondiales Canada
SRV03126,Mission Readiness & Security Operations,Préparation des Missions et Opérations de Sécurité,126,Global Affairs Canada,Affaires mondiales Canada
SRV03111,IRCC Liaison Services,Services de liaision d'IRCC,126,Global Affairs Canada,Affaires mondiales Canada
SRV03100,Heads of Mission Outreach Services,Services de rayonnement pour les chefs de mission,126,Global Affairs Canada,Affaires mondiales Canada
SRV03099,Grants and Contributions - CanExport SMEs,Subventions et contributions - CanExport PME,126,Global Affairs Canada,Affaires mondiales Canada
SRV03098,Grants and Contributions - CanExport Innovation,Subventions et contributions - CanExport Innovation,126,Global Affairs Canada,Affaires mondiales Canada
SRV03097,Grants and Contributions - CanExport Associations,Subventions et contributions - CanExport Associations,126,Global Affairs Canada,Affaires mondiales Canada
SRV03095,Geographic Reporting,Rapports géographiques,126,Global Affairs Canada,Affaires mondiales Canada
SRV03094,Foreign military attachés and honorary consuls approvals services,Services d'approbation des attachés militaires et des consuls honoraires,126,Global Affairs Canada,Affaires mondiales Canada
SRV03093,Foreign Heads of Mission Agrément and Ceremonies,Services d’agrément et des cérémonies pour les chefs de mission étrangers,126,Global Affairs Canada,Affaires mondiales Canada
SRV03091,Enterprise Systems Support,Soutien des système d'entreprise,126,Global Affairs Canada,Affaires mondiales Canada
SRV03089,Enabling the coordination of activities related Trade mission/events/initiatives,Permettre la coordination des activités liées aux missions/événements/initiatives commerciales,126,Global Affairs Canada,Affaires mondiales Canada
SRV03085,Diplomatic Security Liaison Services,Services de liaison pour la protection des diplomates,126,Global Affairs Canada,Affaires mondiales Canada
SRV03084,Digital Marketing Platform for EduCanada (DMPE),Plateform de Marketing Digital pour EduCanada,126,Global Affairs Canada,Affaires mondiales Canada
SRV03072,"Advice to Canadian garment, mining and oil & gas companies operating outside Canada","Conseils aux entreprises canadiennes du secteur de l'habillement, de l'exploitation minière et du pétrole et du gaz opérant à l'étran",126,Global Affairs Canada,Affaires mondiales Canada
SRV03070,Accreditation of foreign representatives services,Services d'accréditation des représentants étrangers,126,Global Affairs Canada,Affaires mondiales Canada
SRV03069,Canada Community Building Fund (CCBF),Le Fonds pour le développement des collectivités du Canada (FDCC),237,"Housing, Infrastructure and Communities Canada","Logement, Infrastructure et Collectivités Canada"
SRV03066,Dispute resolution on Canadian business operations abroad,Résolution des litiges concernant les activités des entreprises canadiennes à l'étranger,126,Global Affairs Canada,Affaires mondiales Canada
